# Benchmarks for ../../serial 
# n     time (s)
1000	 0.136985
1500	 0.214696
2000	 0.305174
2500	 0.386907
3000	 0.467984
3500	 0.565048
4000	 0.669092
4500	 0.772781
5000	 0.874763
